essay_id,grade,essay_topic,essay_text,dyslexic_flag,richness_5,organization_6,technical_3,total_14
G7_005,7,හික්කඩුවේ ශ්‍රී සුමංගල හිමි,"අතීතයේ ශ්‍රී ලංකාවේ බ්‍රිතාන්‍ය අධිරාජ්‍යවාදීන්ට යටත් වූ අඳුරු වහල් සමයක් විය. ඒ කාලයේ පරිහානියට පත්වෙමින් තිබුණු ආගමික හා සංස්කෘතික අංශයට නවමු ප්‍රබෝධයක් එක්කළ, දැය ම එකලු කළ මහා පහන් ටැඹ ලෙස විරුදාවලිය ලබන්නේ හික්කඩුවේ ශ්‍රී සුමංගල නා හිමි වන සේක.
ගාල්ල දිස්ත්‍රික්කයේ හික්කඩුව හෙට්ටිගොඩ ග්‍රාමය උන්වහන්සේගේ උපත සිදු වූ පින් බිමයි. ඒ 1827 වසරේ දුරුතු මස 20 වන දින විය. පසුව උන්වහන්සේ වයස අවුරුදු 13 දී හික්කඩුවේ තොටගමුවේ රජ මහා විහාරයේ දී පැවිදි භාවයට පත් වූ සේක. ශ්‍රී සුමංගල හිමි ශාස්ත්‍රිය අධ්‍යාපනයෙන් පරතෙරට පත් වූහ; සිංහල පමණක් නොව පාලි, සංස්කෘත හා ඉංග්‍රීසි පවා දැන, උගත්කමින් අද්විතීය වූහ. එබැවින් ශ්‍රී සුමංගල හිමි “ත්‍රිපිටක වාගීශ්වරාචාර්ය” යන නම්බු නාමයෙන් ද හඳුන්වන ලදහ. උන්වහන්සේගේ මැදිහත්වීමෙන් ආරම්භ වූ පංච මහා වාද වන බද්දේගම වාදය, උදම්විට වාදය, ගම්පොළ වාදය, පානදුරා වාදය, ඌරුගොඩවත්තේ වාදය ආදිය තුළින් උන්වහන්සේගේ පාණ්ඩිත්‍යය ලොව පුරා ප්‍රකට විය.
උන්වහන්සේ කළ සේවාවන් අතර සිංහල භාෂාවේ දියුනුවට කළ මෙහෙය අද්විතීය. කාව්‍යශේඛර සන්නසය, සිදත් සඟරා සන්නසය සහ පාලි මහාවංසය සිංහලට පරිවර්තනය
උන්වහන්සේගේ ය. එසේම උන්වහන්සේගේ ශාස්ත්‍රිය රාවයට ලොව පුරා සිටින ධාර්මික නැණවත් පුද්ගලයෝ ලක් මව වෙත ඇදී ආහ. ඒ අතර කර්නල් ඕල්කට්තුමා විය. ඔහු සුමංගල නා හිමියන් වෙත පැමිණ බුදුදහම ඉගෙනගෙන ගත්තේ ය. පසුව ලාංකික සමාජයට ඉමහත් සේවාවක් සිදු කරන ලදී. උන්වහන්සේ මෙවැනි දෙස් විදෙස් උගතුන් සමඟ එක්වී බුදුදහම ලොව පුරා ප්‍රචලිත කිරීමට මුල් වූහ.
සිංහල භාෂාව සහ බෞද්ධ දර්ශනය ඇතුළු මුළුමහත් හෙළ සංස්කෘතියේ ම පෝෂණයට රන් ආකරයක් බඳු වූ හික්කඩුවේ ශ්‍රී සුමංගල හිමි 1911 වසරේ අප්‍රේල් 29 දින අපවත් වූ සේක.
",FALSE,5,5,2,12
G7_006,7,වැඩිහිටියන් රැක බලා ගනිමු,"වැඩිහිටියන් යනු අපට වඩා බොහෝ කාලයකට පෙර ඉපදී, අපට වඩා කාලයක් මේ ලෝකයේ ජීවත් වූ, බොහෝ අත්දැකීම් හා දැනුම් සම්භාරයක් සහිත වැදගත් පුද්ගලයෝ වෙති. බොහෝ වැඩිහිටියෝ තමාගේ තරුණ කාලයේ සිට සමාජයට යුතුකම් නොපිරිහෙළා ඉටු කළ අය වෙති.
සමාජය වැඩිහිටියන්ව ජ්‍යෙෂ්ඨ පුරවැසියන් ලෙස හඳුන්වයි. වැඩිහිටියන්ගෙන් සමාජයට සිදුවන සේවාව කියා නිම කළ නොහැක. ඔවුහු අපව ආරක්ෂා කරගැනිම සදහා නිරන්තරයෙන් ම සැදී පැහැදී සිටිති. පාරම්පරික දැනුම, සිරිත් විරිත්, සම්ප්‍රදායන් ආදිය ඊළඟ පරම්පරාව වෙත දායාද කරන්නේ වැඩිහිටියෝ ය. වැඩිහිටියන් විසින් අප හට යම් උපදෙසක් දෙනු ලබන්නේ ද, එම උපදෙස තුළ අප ජීවිතය යහමග පවත්වාගෙන යාමට අවශ්‍ය සියලු ගුණධර්ම පිරී තිබේ. මේ ආදි වූ බොහෝ කරුණුවලින් වැඩිහිටියන්ගේ අගය අපට තහවුරු කළ හැකිය.
වර්තමාන පුවත්පත්, ගුවන්විදුලි, රූපවාහිනී මාධ්‍යවලින් වැඩිහිටියන්ගේ ගෞරවය විනාශ වන ආකාර පුවත් හමුවේ. ඒ ඇතැම් පුද්ගලයන් තම වැඩිහිටියන් වෙනුවෙන් කළ යුතු යුතුකම් කඩකිරීමේ ඛේදනීය අවස්ථාවන් ය. පොදුවේ ගත් විට වර්තමාන සමාජය වැඩිහිටියන්ට සලකන ආකාරය බොහෝ අශෝභනය.
වැඩිහිටියන් රැකබලා ගැනීමට නම් ඔවුන් සමඟ සාමකාමීව ජීවත් විය යුතුය. ඔවුන් සමඟ වාද විවාදවලට පැටලීම සුදුසු නොවේ. වැඩිහිටියන්ගේ යම් වරදක් දුටුවොත් ඔහු හෝ ඇය සමග වාදයට නොගොස් ඉවසීමෙන් කටයුතු කළ යුතුය. එසේම වැඩිහිටියන්ට ලෙඩක් දුකක් සෑදුණු විට ඔහු හෝ ඇය අසල සිට අවශ්‍ය ඖෂධ ලබාදී හොඳින් සැලකිය යුතුය.
රජය යටතේ වැඩිහිටියන් රැක බලා ගැනීම පිළිබඳ බොහෝ ක්‍රියාමාර්ග ගත හැකිය. වැඩිහිටියන් රැකබලා ගැනීම පිළිබඳ නව නීති හඳුන්වා දීම, වැඩිහිටියන් රැක බලා ගැනීම පිළිබඳ ජනතාව දැනුවත් කිරීම, ඒ අතර ඇති වැදගත් ක්‍රියාමාර්ග වේ.
කෙලෙහිගුණ දත් ධර්මිෂ්ඨ සමාජයක යුතුකම වන්නේ තම ජ්‍යෙෂ්ඨ පුරවැසියන් රැකබලාගෙන ඔවුන්ට හිමි ගෞරවය ලබා දීමයි. එම ජාතික යුතුකම කිරීමට අපි ඇප කැප වෙමු.
",FALSE,5,5,2,12
G7_007,7,"ශ්‍රී ලංකාවේ වාරි තාක්ෂණයේ විශිෂ්ටත්වය
","“අහසින් වැටෙන එක දිය බිඳක්වත් ප්‍රයෝජනයට නොගෙන මුහුදට නොයවව්” යන්න පළමුවැනි පරාක්‍රමබාහු රජතුමාගේ උදාන ප්‍රකාශයකි. එයින්, ශ්‍රී ලංකාව ජලයෙන් ගත් ප්‍රයෝජන කොපමණදැයි සිතා ගත හැකි ය. ජලය ප්‍රයෝජනයට ගැනීමට නම් එය රැස්කර තබා ගත යුතුය. ජලය රැස්කර තබා ගන්නේ වැව්වල ය. වැව සෑදීම, ජලය රැස් කිරීම, බෙදාහැරීම හා ප්‍රතිසංස්කරණ කටයුතු කිරීම් ආදිය නිවැරදි ක්‍රමයකට අනුකූලවම සිදු කරයි. එය හඳුන්වන්නේ වාරි තාක්ෂණය ලෙසයි.
ශ්‍රී ලංකාවේ වාරි තාක්ෂණය විශිෂ්ට ලෙස ක්‍රියාත්මක වූයේ අනුරාධපුර, පොළොන්නරු, දඹදෙණීය වැනි අතීත කාලවල දී ය. එසමයේ වැව් බොහෝමයක් පෝෂණය වූයේ කඳුකර ප්‍රදේශවල සිට ගලා ආ ගංගාවල ජලය ඇළ මාර්ගයෙන් වැව් වෙත ලබා ගැනීමෙනි. එසේ සුදුසු ස්ථානයක වැවක් ඉදිකර වසර පුරා ජලය රඳවා තබා ගැනීම විශ්මිත ය. ඒ සඳහා එදා තිබූ දැනුම වාරි තාක්ෂණයේ විශිෂ්ටත්වයකි.
ශ්‍රී ලංකාවේ භාවිතා වන වාරි තාක්ෂණය තේරුම් ගැනීමට වැව සාදා ඇති ආකාරය සොයා බැලීම වැදගත් වේ. එහිදී වැවේ වැව් බැම්ම සුවිශේෂී වේ. තනිකරම පස් වලින් සාදා ඇති මෙය අතීතයේ දී අලි ඇතුන් යොදා හොඳින් තලා සකස් කර ඇත. මේ වැව් බැම්ම වැසි පිට වැසි වැස්සත් පුපුරා කැඩී නොයයි. වැවේ සොරොව්ව, බිසෝ කොටුව ආදී අංග නිර්මාණය කර ඇති ආකාරය වාරි තාක්ෂණය විශිෂ්ට ලෙස භාවිත කිරීමට සාක්ෂි සපයයි.
වැව් තාවුල්ල යනු වැවට ඉස්මත්තේ ඇති සුන්දර වනාන්තර පෙදෙසයි. වැව් නාවුල්ල වැවට කරන සත්කාරය සුළුපටු නොවේ. වැවෙහි ජලය රඳන්නේ වැව් තාවුල්ල නිසා ය. මේ පිළිබඳ වෙනම පොතක් ලිවීමට තරම් තාක්ෂණික කරුණු ඇති බව විද්වත්හු පවසති.
ශ්‍රී ලංකාවේ විශාල ම වැව් පිහිටා ඇත්තේ වියළි කලාපයේ ය. මහා පරාක්‍රමබාහු රජතුමාගේ විශිෂ්ට නිර්මාණයක් වන පරාක්‍රම සමුද්‍රය ඉන් ප්‍රධාන වැවයි. එහි වැව් බැම්ම දිගින් කිලෝමීටර දොළහයි දශම තුනයි අටකි. මෙතරම් විශාල වැවක් ඉදිකිරීම ද, ජලය රැස්කර තබා ගැනීමද, එම ජලය ක්‍රමානුකූලව බෙදාහැරීමද විස්මයජනක ය. මේ සියල්ලෙන් මැනගත හැකි වන්නේ අතීතයේ වාරි තාක්ෂණයේ විශිෂ්ටත්වයයි.
වැව යනු හුදෙක් ජලාශයක් පමණක් නොවේ. වැව ජන ජීවිතය හා සම්බන්ධ සංස්කෘතික අංගයකි. එබැවින් ශ්‍රී ලංකාවේ වාරි තාක්ෂණය පිළිබඳ ගවේෂණය කිරීම මෙන් ම වැව් ප්‍රතිසංස්කරණය කිරීම ද වැදගත් ය. එවිට කෘෂි
කර්මාන්තයේ උන්නතිය ද, සංස්කෘතික අනන්‍යතාවය ආරක්ෂා වීම ද, එක සේ සිදු වේ.
",FALSE,5,5,2,12
G7_008,7,මහනුවර ශ්‍රී දළදා මාළිගාව,"බුදුරජාණන් වහන්සේගේ වම් දන්ත ධාතූන් වහන්සේ තැන්පත් කර ඇති අති ගෞරවනීය පූජනීය
ස්ථානය දළදා මාළිගාව ලෙස හඳුන්වනු ලැබේ. වර්තමාන දළදා මාළිගාව ශ්‍රී ලංකාවේ මහනුවර නගරයේ පිහිටා ඇත.
අතීතයේ සිටම රාජ්‍ය පාලන සම්ප්‍රදායේ පිලිගැනීම වූයේ රටේ රජතුමාට දන්ත ධාතූන් වහන්සේගේ භාරකාරීත්ව හිමි විය යුතු බවය. එබැවින් අතීතයේ රජවරු සිය දිවි හිමියෙන් දළදා වහන්සේ ආරක්ෂා කළහ. මහනුවර ශ්‍රී දළදා මාළිගාව මුල්වරට ගොඩනගනු ලැබුයේ පළමුවන විමලධර්මසූරිය රජතුමා විසිනි.
දන්ත කුමරු සහ හේමමාලා වන්දනා කරුවන් සේ සැරසී දන්ත ධාතූන් වහන්සේ හේමමාලාගේ කේශ කලාපය තුල සඟවා ගෙන ඉන්දියාවේ සිට ශ්‍රී ලංකාවට වැඩමවාගෙන පැමිණි බව ඉතිහාසයේ සඳහන් වේ. ශ්‍රී දන්ත ධාතූන් වහන්සේ එවකට ලංකාවේ අගනුවර වූ අනුරාධපුරයටත්, පසුව පොලොන්නරුවටත් ආදී වශයෙන් වැඩමවා අවසාන වශයෙන් මහනුවර ශ්‍රී දළදා මාළිගාව තුළ සුරක්ෂිතව තැන්පත්ව ඇති සේක.
මේ හේතු නිසා ම ශ්‍රී දළදා මාළිගාව පිහිටා ඇති මහනුවර නගරය ම ආගමික සහ සංස්කෘතික වටිනාකමක් ඇති අපේ උරුමයකි. එබැවින් මහනුවර නගරයම යුනෙස්කෝව විසින් ලෝක උරුමයක් ලෙස ද නම් කර ඇත.
වසරකට වරක් හෝ මහනුවර ශ්‍රී දළදා මාළිගාව දැකබලාගෙන එම පූජාවන්ට සහභාගී වීම මහත් පුණ්‍ය * කටයුත්තකි. අතීත රජවරුන් සේ අපත් මහනුවර දළදා වහන්සේ දිවි හිමියෙන් ආරක්ෂා කරමු.
",FALSE,5,,3,13
G7_009,7,මහනුවර ඓතිහාසික දළදා පෙරහැර,"ශ්‍රී ලංකාවේ කිත්සිරිමෙවන් රජු රට පාලනය කළ එනම් ක්‍රි.ව.301-328 කාලයේ සිට අද දක්වා වසරක් පාසා වීදි සංචාරය කරන ඇසළ පෙරහැර හෙවත් මහනුවර දළදා පෙරහැර වනාහි සියලූ ලෝකවාසී බෞද්ධ ජනයාට අති උත්කෘෂ්ට බෞද්ධ මංගල්‍යයකි. අපට ජාතික උත්සවයක් ද වන දළදා පෙරහැර ලෝකවාසී අනෙකුත් ජනයාට මනස්කාන්ත විචිත්‍රවත් සංස්කෘතික මංගල්‍යයක් වේ.
අතීතයේ සිට පැවත ගෙන එන ලක්ෂණ නොනසා දළදා පෙරහැරේ මුලින්ම ගමන් ගන්නේ විදුලිය කෙටීම වැනි හඩ දෙන කස කරුවන් ය. පෙරහැර ලඟ එන බව කස කරුවෝ සංනිවේදනය කරති. ඉන් පසු ගිනිබෝල කරුවන් ය. ඔවුහු පෙරහැරෙහි ආකර්ෂණය වර්ධනය කොට නරඹන්නන්ගේ නෙත් සිත් පෙරහැර කෙරෙහි යොමු කරවා ගනිති. මෙය බෞද්ධ ආගමික පෙරහැරක් බව නිරූපණය කිරීමටත්, මෙය ජාතික උත්සවයක් බව ඇඟවීමටත් බෞද්ධ කොඩි සහ ජාතික කොඩි කණ්ඩායම් පැමිණෙන්නේ ඉක්බිතිව ය. මෙතැන් සිට දළදා පෙරහැරෙහි තවත් අසිරිමත් අංග රාශියක් දැකගත හැකිය. මේ සියල්ල තුළ ආගමික චාරිත්‍ර ආදිය ද, පාරම්පරික කලාකරුවන්ගේ නැටුම්, ගැයුම් හා වැයුම් ආදිය ද, ඇදුම් පැළදුම්, ක්‍රීඩා කලා, ආදිය ද, මනාව නිරූපණය කෙරෙයි.
මහනුවර ඓතිහාසික දළදා පෙරහැර ශ්‍රී ලාංකීය අනන්‍යතාවය ලොවට ප්‍රකට කරයි. මෙය අපගේ සංස්කෘතික උරුමයකි. එබැවින් දහස් ගණනින් යුත් ජන ගංගාවක් ජාති, ආගම්, කුල භේද නොසලකමින් ඇසල පෙරහැර නැරඹීමට මහනුවර නගරය කරා ඇතී එති. අප පමණක් නොව එහි අසිරිය දැක බලා ගැනීම සඳහා ඈත රටවල විදේශිකයෝ පවා මෙරටට ඇදී එති.
අපගේ යුතුකම වන්නේ ඓතිහාසික දළදා පෙරහැරේ අගය වටහාගෙන මෙම සංස්කෘතික අංගය ඉදිරි පරපුරට පවරා දීම
ය.
",FALSE,5,,3,13
G7_010,7,"වෙසක් උත්සවය
","ගෞතම බුදුරජාණන් වහන්සේගේ ඉපදීම, බුදුවීම සහ පිරිනිවන් පෑම යන තෙමඟුල සිදුවූ දිනය වෙසක් පෝය ලෙස හැඳින්වේ. මේ උත්සවය බුදු තෙ මගුල ලෙස ද, බෞද්ධ මංගල්‍යය ලෙස ද, වෛශාක්‍ය මංගල්‍යය ලෙස ද හැඳින්වේ. වෙසක් මාසයේ හෙවත් මැයි මාසයේ දී ලොව පුරා බොහෝ රටවල බෞද්ධයෝ මෙම වෙසක් පුන් පොහොය දිනය ආමිස හා ප්‍රතිපත්ති පූජා පෙරටු කරගෙන විවිධ අයුරින් සමරති.
ක්‍රි.පූ.624 දී පමණ සිද්ධාර්ථ කුමාරයා උතුරු ඉන්දියාවේ වෙසක් පුර පසළොස්වක පොහොය දිනයක දී උපත ලැබී ය. සියලු යස ඉසුරින් ද ගුණ නැණ බෙලෙන් ද, අඩුවක් නැති ගිහි ජීවිතයක් ගත කළ සිද්ධාර්ථ කුමාරයා සිය පෞද්ගලික සුව පහසුව,සතුට,රජකම ආදී සියල්ල අත්හැර අභිනිෂ්ක්‍රමණය කිරීමට තීරණය කළේය.
පසුව උන්වහන්සේ වනගත වී භාවනා කරමින් ලෝක සත්‍යය අ වබෝධ කර ගැනීමට වෙහෙසුණහ. අවසානයේ මධ්‍යම ප්‍රතිපදාව අනුගමනය කළ උන් වහන්සේ නේරංජනා නදී තීරයේ ගයා ශීර්ෂයේ ඇසතු බෝ ගසක් සෙවණේ දී උතුම් බුදුබව අවබෝධ කර ගත්හ. එතැන් පටන් ලෝකවාසී මිනිසුන්ගේ යහ ගුණ, නැණ නංවා යහපත් සමාජයක් ගොඩනැගීමට කැප වූ සේක. ගෞතම බුදුරජාණන් වහන්සේ මල්ල රට කුසිනාරා නම් නුවර උපවත්තන නම් සල් වනයේ දී වෙසක් පොහොය දිනයක දී ම පිරිණිවන් පා වදාළ සේක.
ශ්‍රී ලාංකිකයෝ වෙසක් උත්සවය කිහිපාකාරයකින් සැමරති. බෞද්ධයෝ වෙසක් පුන් පෝය දිනට දාන, ශීල, භාවනා ආදී ප්‍රතිපත්ති පූජාවන්ට මුල් තැන දී කටයුතු කරති. බෞද්ධ පන්සල් එදිනට වතුසුදු මල් යායක් වැනි ය. මල් සුවඳ පරයා නැගෙන සිල් සුවඳ බෞද්ධ සිත් මුදු කර යහපතට කැඳවයි. ඔවුහු මහා සාගරයක් වැනි බෞද්ධ දර්ශනය මෙනෙහි කරමින් ගිහි ජීවිතය අර්ථවත් කර ගැනීමට වෙසක් පුන් පෝය දිනටයට වෙහෙසක් දරති.
මීට අමතරව ශ්‍රී ලාංකිකයෝ ආමිස පූජා ගණයට අයත් වන සැරසිලි, තොරණ ඉදිකිරිම,පහන්කූඩු දැල්වීම ආදී දේවල් ද වෙසක් පුන් පෝය දිනටය පසු දින සිදුකරති. එවැනි දේ සඳහා බෞද්ධයන් පමණක් නොව හින්දු, ඉස්ලාම් සහ ක්‍රිස්තියානි බැතිමත්හු ද එක මවකගේ දරුවන් සේ එකමුතු වෙති.
",FALSE,5,5,3,13
G7_011,7,පොදු දේපළ සුරකිමු,"මහජනතාව සියලු දෙනාට පොදුවේ පරිහරණය කිරීමට තිබෙන ස්ථාන හා දේපළ පොදු දේපළ ලෙස හැඳින්වේ බස් නැවතුමේ සිට ගුවන්තොටුපල දක්වා විවිධ මට්ටමේ පොදු ස්ථාන ද බස්රිය දුම්රිය පොදු ළිං ආදී දේපළ ද මෙයට අයත් වේ. අද සිටින දරුවන් වැඩිහිටියන්ට පමණක් නොව අනාගතයේ උපදින අයට ද මේ සියලු දේ අයිතිය.
පොදු දේපළ යනු අප සියලු දෙනාගේම අයිතියක් නම් ඒවා රැක ගැනීම පිළිබඳ කතා කරන්න සිදුවී තිබෙන්නේ ඇයි. ඒ ඇතැම් අය පොදු දේපළ තමන්ගේ පෞද්ගලික දේපළක් නොවන නිසා ආරක්ෂා කරගැනීමට නොසිතන නිසාය. ඇතැම් විට තමන්ගේ කුණු කසල බදුන් පවා පොදු ස්ථානවල බැහැර කිරීමට කටයුතු කරති. මේ නිසා එම දේපළ විනාශ වීම අපිරිසිදු වීම සිදු වේ. අනගත පරපුරට එම දේපළ අහිමි වීමද සිදුවිය හැකිය එමෙන්ම විනාශ කරන දේපල නැවත ඉදි කිරීමට හා අලුත් වැඩියා කිරීමට රජය විශාල මුදලක් වැය කිරීමට සිදුවේ. ඒ වියදම් කිරීමටත් සිදු වන්නේ මහජනයාගේ මුදල්ය.
පොදු දේපල අතර ප්‍රධානම දේපලක් වන්නේ පාසල්ය. ලංකාව පුරා දරුවන්ට දැනුම ලබා දීමට අනාගත පුරවැසියන් බිහි කිරීමට විශාල මුදලක් වැය කොට පාසල් ඉදිකරයි. ඩෙස් පුටු, පුස්තකාල, විද්‍යාගාර ආදී පහසුකම් සියල්ලම අපට ලබා දී තිබේ. මේ සියල්ලම රැකගැනීම අපගේ වගකීමයි. ලක්ෂ ගණන් රෝගීන් ජනතාව ප්‍රතිකාර ලබාදෙන රෝහල් ද පොදු ස්ථානයකි. ගොඩනැගිලි වාට්ටු, බෙහෙත් ද්‍රව්‍ය, උපකරණ සඳහා විශාල මුදලක් වැය කරයි මේ නිසා රෝහල් ද වටිනා පොදු ස්ථානයකි. එමෙන්ම දුම්රිය බස්රථ ආදී පොදු දේපල රැක ගත යුතුයි. සහනදායි මිලකට පවත්වාගෙන යන පොදු ප්‍රවාහන සේවා වල දේපළ හානි කිරීම, ඉරා දැමීම කුරුටු ගෑම, නොකළ යුතුයි.
මහජනයාගේ අයිතියක් වන පොදු දේපළ විනාශ කරන්නේ ද මහජනතාවම බව අපි දනිමු. පාසල් සිසුන් වශයෙන් පෙළ පොතේ සිට ගොඩනැගිලි දක්වා සියලුම දේ අපේම දෙයක් ලෙස සලකා කටයුතු කිරීමට අපි පුරුදු වෙමු.
",FALSE,4,5,3,12
G7_012,7,සාමය සමගිය රජයන ලොවක් තනමු,"සාමය යනුවෙන් හැදින්වෙන්නේ අන් අයට ගරු කරමින් ගැටුම් නැතිව ජීවත් වීමයි. රටවල් අතර, ජාතීන් අතර, මිනිසුන් අතර සහ මිනිසා සහ පරිසරය අතර ගැටුම් හා යුද්ධය අවසන් වූ විට සාමය සමගිය ඇති වන්නේ ය. “සමගිය බලය වේ” යන්නෙන් හැඟවෙන්නේ සෑම පුද්ගලයෙකුගේ ම පැතුම යුද්ධය නොව සාමය සමගිය බවයි.
සාමය අවශ්‍ය වන්නේ යුද්ධය ඇති තැන ය. අතීතයේ පළමු වන ලෝක යුද්ධය සහ දෙවන ලෝක යුද්ධය වශයෙන් වූ යුද්ධ ගැන කියවා ඇත්තෙමු. වර්තමානයේ රුසියානු-යුක්‍රේන යුද්ධය සහ ඊශ්රායල් ගාසා යුද්ධය ගැන අසන්නට දකින්නට ලැබේ. මේ සියල්ල මිනිසාගේත් පරිසරයේත් විනාශය වේ. මිනිස් ජීවිත විනාශ වී තම
සමීපතමයන් අහිමි වීම සාමයට අකමැති වීමේ ප්‍රතිඵලයකි. නිදහසේ ජීවත්වීමට ඇති එකම විසදුම වන්නේ සාමය හා සමගිය යි.
සාමය හා සමගිය ඉතා උතුම් මිනිස්කමකි. සාමය නිසා මිනිසුන් බොහෝ වාසි අත්කර ගනී. ඉන් පළමුවන වාසිය සිතේ සතුටයි. දෙවැන්න එකිනෙකා අතර ආදරය හා ගරුත්වය යි. සාමය නිසා පවුල් තුළ දියුණුවක් ඇති වේ. මුළු රටේ ම සමෘද්ධිය ඇති වන්නේ සාමය සමගිය ඇති වූ පසු ය. ඊට පසු මුළු ලෝකයම සුන්දර දිව්‍ය ලෝකයක් සේ ගොඩනැගෙන්නේ ය.
සාමය හා සමගිය ඇති වන්නේ පුද්ගලයා බුද්ධිමත් වූ විට ය. එබැවින් ඉගෙනුම හා දැනුම ඇති සමාජයක් නිර්මාණය කර ගැනීම වැදගත් ය. ආගම් හා දර්ශනවාද තුළින් මිනිසා යහපත් කර බුද්ධිමත් කළ යුතුය. ඒ අතරින් සාමකාමී දැහැමි පුද්ගලයන් නායකයන් වූ විට යුද්ධය නැවතී සාමය ඇතිවන්නේය. එවිට සාමය සමගිය රජයන ලොවක් තැනීම දුෂ්කර නැත.
",FALSE,4,5,3,12
G7_013,7,පිරිසිදු පරිසරයක්,"අපි ජීවත්වන දිනපතා පරිසරය අපට අවශ්‍ය හැම දෙයක්ම සපයන විශාල තෑග්ගක්. නමුත් අද තිබෙන්නේ පිරිසිදු නොවන පරිසරයක්. මගේ පාසල් යන මාර්ගයේ මෙච්චර කසල දකිද්දී මට සෙමේ දුකක් දැනේ. පොලිතින් බැග්, පලතුරු තල සහ කාලි බෝතල් එහා මෙහා බිම ගසලා තියෙනවා. මේවට හේතුව වෙන්නේ අපේම පුරුදු.

කසල හරහා දමාගෙන යන එක අපේ රටටත් සතුන්ටත් අහිතකරයි. පාරට ගෑස් වායු නිකුත් කරන වාහන මිනිස් සෞඛ්‍යයටත් හානි කරයි. මේ හැම දෙයක්ම හිතනකොට මම තවත් අවධානයෙන් හැසිරෙන්න හිතුවා. අපේ පන්තියේ දරුවන් එකතුව ගස් රෝපණ වැඩසටහනක්ත් කළා.

එදා උදේ ගස් ගත්තා, ගොඩබිම මෘදු කරලා මල් පැල පසෙකට වත් වත් වුවත් ගින්දර මුලුල්ලේ වගකිව යුතු බව ගුරුවරුත් හොඳ විදිහට පැහැදිළි කළා. මේ වැඩසටහනෙන් පස්සේ මම දම්වැල් හරවා දමන්නෙ නැතිව කසල පිරී බෝක්ස් වලට දාන පුරුද්දක් හදගත්තා. මේක වගේම ගෙදර ඉඳලා පාන කොළ, පොලිතින් වගේ දේවල් වෙන වෙනම එකතු කරනවා.

පරිසරය පිරිසිදු කරලා තබන එක මගේ වගකීමක් කියලා දැනෙනවා. ඉතින් අපි කවුද මේක කරන්නෙ නැත්තම්?",FALSE,4,5,3,12
G7_014,7,මාගේ පුරුදු දවස,"මගේ පුරුදු දවස හැමදාම එකම විදිහට නොවනවා. සමහර දවස් වල වැඩි කාර්යබහුල දේවල් තියෙනවා. උදේ හතට අම්මා මට ඇහැරවලා පාසලට යන්න කියනවා. කිසිදාම මට ඉක්මනින් ඇහැරීගෙන ඉගන්වීමට මනසක් නෑ. හැබැයි මගේ අය කියන නිසා මම හිත හදාගෙන පාසල් වැඩ සකස් කරලා බස් එක අල්ලනවා.

පාසලේ මගේ හිතට ලඟම ඉන්නේ මිතුරන්. අපි විවේක කාලේ බන්තියක් හොයලා කතා කරනවා. සමහරවිට ගුරුතුමිය වැඩි ගෙදර වැඩ සටහන් දෙන්නෙත් තියෙනවා, ඒක මට ටිකක් බරක්. හැබැයි මම ඒවා පටන් ගන්නෙම පස්වරුදී.

සවස ගෙදර එනකොට මම ටිකක් දවසේ කලාපයක යනවා. ඒකෙන් මට මානසිකව සන්සුන් වෙන්න පුළුවන්. ඉදිරියේ වැඩ ඇතිවන දවසකට සූදානම් වෙන්න මම මේ පුරුදු දවස හරියට සකස් කරලා තියෙනවා. කෙනෙක්ගේ ජීවිතය නිතරම සකස් කරගන්නවා කියන්නෙ තවත් වැදගත් දෙයක්.",FALSE,3,4,2,9
G7_015,7,මාගේ දවස,"මාගේ දවස උදේ හිරු ආලෝකයත් එක්ක පටන් ගන්නවා. මම මදුරුව දමා පාරිභෝගික කටයුතු ඉවර කරගෙන වතුර කාචයක් බොනවා. පසුව අම්මා හදපු උණු කිරි පානය කරලා පාසලට සූදානම් වෙමි. පාසලට යන මාර්ගය මට පුරුදු, හැමදේම මට ලස්සනයි. මිතුරන් එක්ක හසුරුවන කතා මගේ හිත සතපවනවා.

පන්ති අඟහරුවූ විට ගුරුතුමිය අපට දරුණු පුරුදු දේවල් කියලා දෙනවා. විෂය පාඩම් හොඳින් තේරුම් ගන්න මම ගුරුවරුන්ගේ උපදෙස් අනුගමනය කරනවා. විවේක කාලයේ අපි කිහිප දෙනෙක් එකතු වෙලා සෙල්ලම් කරනවා. ඒ මොහොත මට දවසේම හොඳම අවස්ථාව.

ගෙදර ආවම මම පළමුව කාලය ගැන සැලකිල්ලෙන් ගෙදර වැඩ කරනවා. පසුව කුඩා විවේකයක් ගන්නවා. ඉරිදා දවස්වල මම අලුත් වැඩ හදනවා. දවස අවසන් වෙද්දී මම හිතනවා—ඒ දවස මගේ ජීවිතයට තවත් අරුත් ගෙන ආවා කියලා.",FALSE,3,4,2,9
